State,Year,Colonies,YieldPerCol,TotalProd,Clothianidin,Imidacloprid,Thiamethoxam,Acetamiprid,Thiacloprid,TotalNeonic,NO2 Mean,O3 Mean,SO2 Mean,CO Mean
Arkansas,1995,50000.0,60,3000000.0,0.0,11115.6,0.0,0.0,0.0,11115.6,,,,
Arkansas,1996,40000.0,84,3360000.0,0.0,493.6,0.0,0.0,0.0,493.6,,,,
Arkansas,1997,50000.0,95,4750000.0,0.0,2353.7,0.0,0.0,0.0,2353.7,,,,
Arkansas,1998,53000.0,65,3445000.0,0.0,1262.3,0.0,0.0,0.0,1262.3,,,,
Arkansas,1999,52000.0,89,4628000.0,0.0,692.2,0.0,0.0,0.0,692.2,,,,
Arkansas,2000,52000.0,93,4836000.0,0.0,844.0,81.2,0.0,0.0,925.2,,,,
Arkansas,2001,50000.0,98,4900000.0,0.0,2884.8,684.9,0.0,0.0,3569.7,,,,
Arkansas,2002,45000.0,88,3960000.0,0.0,1306.7,1462.0,107.9,0.0,2876.6,,,,
Arkansas,2003,40000.0,75,3000000.0,0.0,3266.6,2280.0,20.8,0.0,5567.4,,,,
Arkansas,2004,40000.0,57,2280000.0,530.9,11941.3,9368.6,3312.4,0.0,25153.2,,,,
Arkansas,2005,36000.0,69,2484000.0,2458.3,6902.1,7310.4,981.2,0.0,17652.0,,,,
Arkansas,2006,32000.0,76,2432000.0,1518.4,7036.6,20647.9,4686.6,0.0,33889.5,,,,
Arkansas,2007,28000.0,80,2240000.0,209.8,12750.1,17475.5,1277.4,0.0,31712.8,10.781744733516485,0.02474064285714288,3.1604945961538444,0.5890610879120878
Arkansas,2008,28000.0,75,2100000.0,2168.9,9093.8,25102.8,995.7,0.0,37361.2,8.991394928961748,0.024889740437158477,1.7602098210382513,0.44343504234972697
Arkansas,2009,24000.0,57,1368000.0,4346.9,10079.4,21186.5,349.1,0.0,35961.9,9.146337060273973,0.024487189041095894,1.7323654520547962,0.42328531232876676
Arkansas,2010,25000.0,60,1500000.0,3544.8,9049.8,21468.2,902.7,0.0,34965.5,9.985305928767124,0.027650290410958886,1.3002112979452058,0.45738376712328765
Arkansas,2011,22000.0,64,1408000.0,5894.4,15162.1,33501.0,2874.3,0.0,57431.8,9.982133810958901,0.027461282191780817,1.3655325356164392,0.4471267246575343
Arkansas,2012,25000.0,63,1575000.0,4939.2,12508.7,33718.9,59.7,0.0,51226.5,10.56595722404371,0.02788756010928962,1.304599045765028,0.4672076140710378
Arkansas,2013,22000.0,60,1320000.0,17338.3,17309.0,23873.8,0.0,0.0,58521.1,9.791679257534248,0.02557740821917808,1.2992415363013696,0.38441252123287684
Arkansas,2014,21000.0,65,1365000.0,15202.6,17066.9,23805.3,692.1,0.0,56766.9,8.862050756164383,0.02385150684931508,1.1416358157534248,0.34699206438356184
Arkansas,2015,24000.0,72,1728000.0,1070.4,5235.9,5373.0,748.0,0.0,12427.3,8.61283287087912,0.024334931318681315,1.1102464903846156,0.3060225576923077
Arkansas,2016,24000.0,69,1656000.0,,,,,,,8.661112791208792,0.026009593406593406,0.6637995109890112,0.3220730054945056
Arkansas,2017,29000.0,77,2233000.0,,,,,,,,,,
California,1991,520000.0,63,32760000.0,,,,,,,,,,
California,1992,470000.0,57,31490000.0,,,,,,,,,,
California,1993,500000.0,90,45000000.0,,,,,,,,,,
California,1994,400000.0,60,24000000.0,0.0,2348.0,0.0,0.0,0.0,2348.0,,,,
California,1995,420000.0,93,39060000.0,0.0,28576.6,0.0,0.0,0.0,28576.6,,,,
California,1996,390000.0,70,27300000.0,0.0,33002.7,0.0,0.0,0.0,33002.7,,,,
California,1997,420000.0,75,31500000.0,0.0,76719.6,0.0,0.0,0.0,76719.6,,,,
California,1998,450000.0,83,37350000.0,0.0,61047.2,0.0,0.0,0.0,61047.2,,,,
California,1999,465000.0,60,27900000.0,0.0,41778.9,0.0,0.0,0.0,41778.9,,,,
California,2000,440000.0,70,30800000.0,0.0,30796.5,0.0,0.0,0.0,30796.5,17.547603706284068,0.023709265376028667,1.7158108004480728,0.6434589712766177
California,2001,460000.0,61,28060000.0,0.0,35178.6,0.0,0.0,0.0,35178.6,17.762164270105092,0.024787695827261574,1.806397736131808,0.6238999002029072
California,2002,470000.0,50,23500000.0,0.0,36653.3,5021.8,3007.5,0.0,44682.6,16.823428857908862,0.026234147022408016,1.6315207922792212,0.6048984032347122
California,2003,480000.0,67,32160000.0,0.0,38511.7,4615.1,12293.0,0.0,55419.8,15.804500222158065,0.025711909431185946,1.4954887803946504,0.5745628414137938
California,2004,390000.0,45,17550000.0,0.0,38897.8,4439.2,15984.1,0.0,59321.1,15.090538488273971,0.02612622324564575,1.8187954440933962,0.5173823895837474
California,2005,400000.0,75,30000000.0,0.0,42563.9,5460.7,13997.2,0.0,62021.8,13.965790843647198,0.02513442055841525,1.6561377003151543,0.4594132804650076
California,2006,380000.0,52,19760000.0,0.0,45520.7,4963.9,13963.7,39.8,64488.1,14.000922883391578,0.026301816928809223,1.3850946613300577,0.4433375069801023
California,2007,340000.0,40,13600000.0,1.3,112185.1,2541.8,11249.3,28.7,126006.2,13.102687182454254,0.026572657791665354,1.2214770235127796,0.41685685871258965
California,2008,360000.0,51,18360000.0,608.0,61475.8,3394.4,36480.3,17.1,101975.6,12.90846557694649,0.027087935437779504,1.0945504505857915,0.3888559285903279
California,2009,355000.0,33,11715000.0,796.9,73976.8,4115.9,9496.4,0.0,88386.0,12.886420455361344,0.02614757953869109,1.0035927545458505,0.3944374571484742
California,2010,410000.0,67,27470000.0,1410.8,93949.9,4521.7,11462.0,0.0,111344.4,12.163530547125461,0.025776710876779955,0.7198476690420419,0.34336116011311046
California,2011,370000.0,48,17760000.0,14229.5,112450.6,7391.2,15457.0,0.0,149528.3,12.246008530190377,0.026094416842295038,0.7133790828228844,0.36020466455909816
California,2012,330000.0,35,11550000.0,2898.1,112795.9,7572.1,17423.0,0.3,140689.4,10.922965055347639,0.02716501439182329,0.6037868669448364,0.3323626076989063
California,2013,330000.0,33,10890000.0,6569.3,130277.0,12189.3,18075.6,0.0,167111.2,11.751612323495308,0.026132521893526557,0.4731758762903713,0.35532710836167625
California,2014,320000.0,39,12480000.0,7845.2,134904.2,15249.1,20154.2,0.0,178152.7,10.791800929950549,0.027050072169822557,0.4913380657517515,0.3429015378389795
California,2015,275000.0,30,8250000.0,143619.6,150569.3,17910.1,22852.8,0.0,334951.8,10.173250827250099,0.02766870002887035,0.4566860997321698,0.3304270518621084
California,2016,310000.0,36,11160000.0,,,,,,,7.730654593298857,0.02661312858202405,0.6212729379358246,0.3509089590380695
California,2017,335000.0,41,13735000.0,,,,,,,,,,
Colorado,1991,50000.0,79,3950000.0,,,,,,,,,,
Colorado,1992,52000.0,74,3848000.0,,,,,,,,,,
Colorado,1993,53000.0,73,3869000.0,,,,,,,,,,
Colorado,1994,45000.0,76,3420000.0,,,,,,,,,,
Colorado,1995,45000.0,60,2700000.0,0.0,655.2,0.0,0.0,0.0,655.2,,,,
Colorado,1996,30000.0,74,2220000.0,0.0,669.3,0.0,0.0,0.0,669.3,,,,
Colorado,1997,35000.0,55,1925000.0,0.0,4357.9,0.0,0.0,0.0,4357.9,,,,
Colorado,1998,27000.0,72,1944000.0,0.0,1724.5,0.0,0.0,0.0,1724.5,,,,
Colorado,1999,27000.0,76,2052000.0,0.0,913.9,0.0,0.0,0.0,913.9,,,,
Colorado,2000,29000.0,60,1740000.0,0.0,263.8,0.0,0.0,0.0,263.8,14.902468989041104,0.01706601643835617,2.138057872602739,0.61138795479452
Colorado,2001,26000.0,55,1430000.0,0.0,1575.0,9.8,0.0,0.0,1584.8,25.783400716510915,0.01637624922118379,2.4376980186915884,0.6275631869158876
Colorado,2002,24000.0,60,1440000.0,0.0,1213.2,353.6,0.0,0.0,1566.8,19.77005695955882,0.020596411764705894,2.2427303308823543,0.49889583088235295
Colorado,2003,24000.0,86,2064000.0,0.0,381.1,485.3,0.0,0.0,866.4,21.06490587540983,0.019387724590163937,1.9760345163934432,0.5522341885245902
Colorado,2004,23000.0,80,1840000.0,1861.5,1657.0,1847.5,0.0,0.0,5366.0,21.64520825072887,0.01720207288629738,1.8985486778425649,0.6168473294460642
Colorado,2005,28000.0,70,1960000.0,5369.9,2381.9,622.5,0.0,0.0,8374.3,23.25744399346403,0.019158104575163398,1.815257753034546,0.6054417135854339
Colorado,2006,36000.0,75,2700000.0,3165.9,883.8,1464.0,0.0,0.0,5513.7,24.690205489010978,0.020579771978021983,2.1242834663461543,0.5708624759615387
Colorado,2007,31000.0,51,1581000.0,2223.3,1794.0,1077.1,0.0,0.0,5094.4,23.807152937499996,0.021716727777777774,1.9101507451388888,0.5507673145833333
Colorado,2008,27000.0,45,1215000.0,4894.1,960.4,2425.9,12.2,0.0,8292.6,17.950716216764704,0.026503499117647066,1.7886739670588236,0.38628886985294125
Colorado,2009,28000.0,53,1484000.0,7375.4,2561.9,2176.0,0.0,0.0,12113.3,14.230846937500004,0.026782818750000013,1.370656581250001,0.35538630625000006
Colorado,2010,34000.0,56,1904000.0,16623.2,3435.3,4125.3,0.0,0.0,24183.8,16.303295846889956,0.022553853269537488,1.053113519138756,0.36947038995215303
Colorado,2011,31000.0,55,1705000.0,20234.1,3789.6,3456.8,0.0,0.0,27480.5,17.536720904761903,0.02773159153439154,1.3923892587301594,0.33316048730158737
Colorado,2012,25000.0,48,1200000.0,12283.8,3915.9,5185.3,0.0,0.0,21385.0,20.06047258870674,0.02682568624772312,1.287830344262295,0.3630140960610202
Colorado,2013,26000.0,43,1118000.0,9791.5,3276.3,6200.5,0.0,0.0,19268.3,14.427305868584485,0.02857281662100458,1.0733874365296814,0.30910653744292244
Colorado,2014,27000.0,37,999000.0,8658.2,1140.7,8689.7,0.0,0.0,18488.6,17.169068644505337,0.02691074278538816,0.9682346987138507,0.3240549302739727
Colorado,2015,29000.0,51,1479000.0,0.0,4567.8,207.0,0.0,0.0,4774.8,19.957359733433687,0.02460918391088365,1.0297455316568818,0.38804006096191496
Colorado,2016,32000.0,40,1280000.0,,,,,,,23.78192007142857,0.02090934432234432,1.0017372490842489,0.4519003589743591
Colorado,2017,33000.0,43,1419000.0,,,,,,,,,,
Florida,1991,225000.0,83,18675000.0,,,,,,,,,,
Florida,1992,220000.0,104,22880000.0,,,,,,,,,,
Florida,1993,200000.0,113,22600000.0,,,,,,,,,,
Florida,1994,230000.0,84,19320000.0,0.0,3039.4,0.0,0.0,0.0,3039.4,,,,
Florida,1995,230000.0,86,19780000.0,0.0,4828.5,0.0,0.0,0.0,4828.5,,,,
Florida,1996,240000.0,105,25200000.0,0.0,12278.0,0.0,0.0,0.0,12278.0,,,,
Florida,1997,240000.0,67,16080000.0,0.0,9347.5,0.0,0.0,0.0,9347.5,,,,
Florida,1998,230000.0,98,22540000.0,0.0,11049.1,0.0,0.0,0.0,11049.1,,,,
Florida,1999,228000.0,102,23256000.0,0.0,11173.8,0.0,0.0,0.0,11173.8,,,,
Florida,2000,232000.0,105,24360000.0,0.0,6003.8,0.0,0.0,0.0,6003.8,12.45303832303371,0.026261261235955027,1.973912143258427,0.7250718848314609
Florida,2001,220000.0,100,22000000.0,0.0,9378.8,0.0,0.0,0.0,9378.8,12.41236393484419,0.024151405099150133,1.1538875949008496,0.6398022011331446
Florida,2002,220000.0,93,20460000.0,0.0,7846.5,10.2,0.0,0.0,7856.7,11.313961369146003,0.023168024793388444,0.6619460275482102,0.47143288705234154
Florida,2003,210000.0,71,14910000.0,0.0,35597.6,0.0,0.0,0.0,35597.6,10.929812842541438,0.023416610497237575,0.6560634558011061,0.44127174447513784
Florida,2004,205000.0,98,20090000.0,0.0,15851.0,1146.7,0.0,0.0,16997.7,9.516472522471906,0.02596404494382024,0.648297862359552,0.5208142556179777
Florida,2005,160000.0,86,13760000.0,7.9,26821.9,1887.8,93.5,0.0,28811.1,8.644359509695288,0.027013867036011083,0.5196247479224388,0.5640615027700836
Florida,2006,170000.0,81,13770000.0,85.4,20595.0,625.4,156.2,0.0,21462.0,8.519962405479456,0.029191479452054775,0.3907596164383565,0.38918460821917783
Florida,2007,160000.0,71,11360000.0,84.4,42580.1,933.8,16.5,0.0,43614.8,6.1323581630136985,0.028480171232876727,0.6586612609589042,0.28384831301369845
Florida,2008,150000.0,79,11850000.0,134.3,31040.8,2152.0,181.1,0.0,33508.2,5.3641025259562864,0.027275263205828792,0.49933645081967304,0.23758426092896165
Florida,2009,170000.0,68,11560000.0,96.3,31796.6,2237.5,734.4,0.0,34864.8,6.027942123563219,0.028474347701149445,0.12143105890804576,0.3376126609195401
Florida,2010,200000.0,69,13800000.0,238.5,29766.4,3700.1,290.7,0.0,33995.7,5.672489389972145,0.02888202506963788,0.14779123676880201,0.39400469498607243
Florida,2011,180000.0,61,10980000.0,358.2,38183.4,13523.4,469.8,0.0,52534.8,5.361869504109587,0.02813100821917808,0.09644472876712323,0.433694930136986
Florida,2012,193000.0,64,12352000.0,657.7,45642.4,11270.7,487.6,0.0,58058.4,5.406926177595628,0.02690189617486341,0.05960993715846989,0.38246238114754105
Florida,2013,220000.0,61,13420000.0,281.9,61532.0,13291.0,643.9,0.0,75748.8,4.5457268704225315,0.0260271661971831,-0.025819822535211246,0.2974250126760563
Florida,2014,245000.0,60,14700000.0,858.6,30203.3,13241.9,368.9,0.0,44672.7,4.979451605555558,0.026022286111111098,0.10933308749999988,0.4575681458333332
Florida,2015,220000.0,54,11880000.0,198.9,37847.4,7991.5,712.0,0.0,46749.8,4.109642247863251,0.025707592592592584,0.03506682193732196,0.5141023974358975
Florida,2016,215000.0,50,10750000.0,93.8,52580.4,11642.4,1.8,0.0,64318.4,5.492868956043956,0.029212923076923077,0.3964081978021976,0.5736684395604394
Florida,2017,205000.0,43,8815000.0,,,,,,,,,,
Georgia,1991,102000.0,42,4284000.0,,,,,,,,,,
Georgia,1992,85000.0,55,4675000.0,,,,,,,,,,
Georgia,1993,80000.0,56,4480000.0,,,,,,,,,,
Georgia,1994,80000.0,63,5040000.0,,,,,,,,,,
Georgia,1995,70000.0,62,4340000.0,0.0,0.9,0.0,0.0,0.0,0.9,,,,
Georgia,1996,75000.0,68,5100000.0,0.0,1008.8,0.0,0.0,0.0,1008.8,,,,
Georgia,1997,75000.0,46,3450000.0,0.0,10856.3,0.0,0.0,0.0,10856.3,,,,
Georgia,1998,75000.0,56,4200000.0,0.0,5259.6,0.0,0.0,0.0,5259.6,,,,
Georgia,1999,65000.0,51,3315000.0,0.0,3647.8,0.0,0.0,0.0,3647.8,,,,
Georgia,2000,55000.0,57,3135000.0,0.0,3065.3,0.0,0.0,0.0,3065.3,,,,
Georgia,2001,55000.0,57,3135000.0,0.0,4127.4,0.0,0.0,0.0,4127.4,,,,
Georgia,2002,50000.0,52,2600000.0,0.0,5541.3,2643.7,0.0,0.0,8185.0,,,,
Georgia,2003,52000.0,65,3380000.0,0.0,11799.7,1670.2,0.0,0.0,13469.9,,,,
Georgia,2004,63000.0,49,3087000.0,4667.9,3927.7,1823.0,0.1,2.7,10421.4,,,,
Georgia,2005,59000.0,49,2891000.0,58.4,3524.6,3326.1,7.6,20.6,6937.3,,,,
Georgia,2006,63000.0,74,4662000.0,1161.6,11053.7,9371.1,52.7,41.4,21680.5,,,,
Georgia,2007,60000.0,58,3480000.0,3736.5,5571.6,7840.9,10.8,0.0,17159.8,,,,
Georgia,2008,65000.0,71,4615000.0,1942.8,6568.8,9468.3,25.9,21.5,18027.3,,,,
Georgia,2009,65000.0,41,2665000.0,2305.1,11526.9,9464.0,27.8,0.4,23324.2,,,,
Georgia,2010,55000.0,46,2530000.0,2010.1,15499.6,8551.6,45.6,10.4,26117.3,16.50065643478261,0.016583521739130438,1.1479451739130433,0.39688919021739116
Georgia,2011,65000.0,43,2795000.0,2592.3,38017.1,17996.9,6.0,13.1,58625.4,13.381185286501381,0.02298624242424244,0.8936667575757579,0.3317254504132231
Georgia,2012,59000.0,51,3009000.0,2027.7,21222.0,17521.6,62.3,5.9,40839.5,11.57887311263736,0.022055425824175835,0.44063972252747247,0.33036853296703267
Georgia,2013,67000.0,50,3350000.0,4551.9,17838.7,22223.9,33.7,0.0,44648.2,9.439669561959652,0.01970937463976945,0.3217426945244954,0.29799807492795377
Georgia,2014,73000.0,62,4526000.0,7799.7,27802.7,16303.3,27.0,0.0,51932.7,10.429543384831462,0.020054216292134826,0.35992398174157303,0.31354102949438206
Georgia,2015,69000.0,40,2760000.0,1734.4,24940.5,2930.0,41.6,0.0,29646.5,9.673003242774568,0.01922649132947975,0.2549992528901729,0.3137771011560694
Georgia,2016,96000.0,39,3744000.0,4515.6,42934.0,9302.7,63.5,0.0,56815.8,11.935326111111111,0.019770380952380952,0.28865295238095245,0.3171695952380953
Georgia,2017,99000.0,32,3168000.0,,,,,,,,,,
Hawaii,1991,10000.0,131,1310000.0,,,,,,,,,,
Hawaii,1992,9000.0,138,1242000.0,,,,,,,,,,
Hawaii,1993,9000.0,177,1593000.0,,,,,,,,,,
Hawaii,1994,11000.0,100,1100000.0,,,,,,,,,,
Hawaii,1995,8000.0,129,1032000.0,,,,,,,,,,
Hawaii,1996,8000.0,155,1240000.0,,,,,,,,,,
Hawaii,1997,9000.0,146,1314000.0,,,,,,,,,,
Hawaii,1998,8000.0,118,944000.0,,,,,,,,,,
Hawaii,1999,8000.0,80,640000.0,,,,,,,,,,
Hawaii,2000,7000.0,112,784000.0,,,,,,,,,,
Hawaii,2001,8000.0,87,696000.0,,,,,,,,,,
Hawaii,2002,7000.0,136,952000.0,,,,,,,,,,
Hawaii,2003,7000.0,114,798000.0,,,,,,,,,,
Hawaii,2004,8000.0,96,768000.0,,,,,,,,,,
Hawaii,2005,9000.0,131,1179000.0,,,,,,,,,,
Hawaii,2006,10000.0,93,930000.0,,,,,,,,,,
Hawaii,2007,10000.0,92,920000.0,,,,,,,,,,
Hawaii,2008,10000.0,90,900000.0,,,,,,,,,,
Hawaii,2009,10000.0,95,950000.0,,,,,,,,,,
Hawaii,2010,10000.0,77,770000.0,,,,,,,,,,
Hawaii,2011,9000.0,74,666000.0,,,,,,,2.8884780930232545,0.027060956810631243,0.907872644795127,0.3163502666112956
Hawaii,2012,10000.0,75,750000.0,,,,,,,2.880105742028987,0.024105376811594175,0.8674449381642519,0.3835946463768118
Hawaii,2013,13000.0,83,1079000.0,,,,,,,2.939654874316939,0.026183874316939883,1.3830959936247718,0.477457459016393
Hawaii,2014,15000.0,93,1395000.0,,,,,,,3.2836438877005345,0.023116657754010696,0.9630239634581103,0.3421950200534761
Hawaii,2015,14000.0,102,1428000.0,,,,,,,3.5333571077348047,0.02348737016574584,1.0558635075966862,0.386135195441989
Hawaii,2016,16000.0,113,1808000.0,,,,,,,,,,
Hawaii,2017,12000.0,131,1572000.0,,,,,,,,,,
Idaho,1991,140000.0,46,6440000.0,,,,,,,,,,
Idaho,1992,135000.0,51,6885000.0,,,,,,,,,,
Idaho,1993,133000.0,71,9443000.0,,,,,,,,,,
Idaho,1994,127000.0,59,7493000.0,0.0,52.7,0.0,0.0,0.0,52.7,,,,
Idaho,1995,125000.0,48,6000000.0,0.0,182.1,0.0,0.0,0.0,182.1,,,,
Idaho,1996,110000.0,45,4950000.0,0.0,1107.7,0.0,0.0,0.0,1107.7,,,,
Idaho,1997,120000.0,64,7680000.0,0.0,2210.1,0.0,0.0,0.0,2210.1,,,,
Idaho,1998,120000.0,50,6000000.0,0.0,2116.3,0.0,0.0,0.0,2116.3,,,,
Idaho,1999,120000.0,48,5760000.0,0.0,906.8,0.0,0.0,0.0,906.8,,,,
Idaho,2000,100000.0,47,4700000.0,0.0,4524.8,0.0,0.0,0.0,4524.8,,,,
Idaho,2001,100000.0,46,4600000.0,0.0,2620.4,145.1,0.0,0.0,2765.5,,,,
Idaho,2002,100000.0,57,5700000.0,0.0,2132.6,1352.3,4.5,0.0,3489.4,,,,
Idaho,2003,100000.0,46,4600000.0,0.0,3601.3,575.4,27.1,0.0,4203.8,,,,
Idaho,2004,100000.0,63,6300000.0,0.3,3398.2,973.4,133.9,60.7,4566.5,,,,
Idaho,2005,95000.0,37,3515000.0,99.1,3750.9,1607.9,117.0,23.0,5597.9,,,,
Idaho,2006,95000.0,44,4180000.0,1186.8,5475.7,1106.5,157.1,2.8,7928.9,,,,
Idaho,2007,92000.0,41,3772000.0,60.6,9556.5,1220.5,67.5,18.6,10923.7,,,,
Idaho,2008,90000.0,40,3600000.0,470.2,15855.1,1813.0,76.1,15.6,18230.0,,,,
Idaho,2009,103000.0,46,4738000.0,2353.4,22734.0,3717.1,61.7,19.3,28885.5,6.337445621621621,0.03415621621621623,0.2210766148648648,0.1416064121621622
Idaho,2010,97000.0,27,2619000.0,4288.3,19051.4,6740.8,143.4,36.7,30260.6,9.400810288088643,0.02642628254847646,0.32243505401662037,0.17969377562326883
Idaho,2011,87000.0,36,3132000.0,1157.6,25864.1,4727.0,108.7,27.6,31885.0,9.925650260869565,0.012998608695652175,0.7152670869565219,0.27231145652173916
